row	sample	page	QC	karyotype
1427	170101_HMFregCPCT_FR12246175_FR12246042_CPCT02180008			01:01
1428	170101_HMFregCPCT_FR12246175_FR12246042_CPCT02180008			02:01
1429	170101_HMFregCPCT_FR12246175_FR12246042_CPCT02180008			02:00
1430	170101_HMFregCPCT_FR12246175_FR12246042_CPCT02180008			02:02
1431	170101_HMFregCPCT_FR12246215_FR12246043_CPCT02180007			01:00
1432	170101_HMFregCPCT_FR12246215_FR12246043_CPCT02180007			01:01
1433	170101_HMFregCPCT_FR12246215_FR12246043_CPCT02180007			02:01
1434	170101_HMFregCPCT_FR12246215_FR12246043_CPCT02180007			02:00
1435	170101_HMFregCPCT_FR12246215_FR12246043_CPCT02180007			02:02
1436	170101_HMFregCPCT_FR12246223_FR12246089_CPCT02070041			01:00
1437	170101_HMFregCPCT_FR12246223_FR12246089_CPCT02070041			01:01
1438	170101_HMFregCPCT_FR12246223_FR12246089_CPCT02070041			02:01
1439	170101_HMFregCPCT_FR12246223_FR12246089_CPCT02070041			02:00
1440	170101_HMFregCPCT_FR12246223_FR12246089_CPCT02070041			02:02
1441	170101_HMFregCPCT_FR12246232_FR12246090_CPCT02070040			01:00
1442	170101_HMFregCPCT_FR12246232_FR12246090_CPCT02070040			01:01
1443	170101_HMFregCPCT_FR12246232_FR12246090_CPCT02070040			02:01
1444	170101_HMFregCPCT_FR12246232_FR12246090_CPCT02070040			02:00
1445	170101_HMFregCPCT_FR12246232_FR12246090_CPCT02070040			02:02
1446	170101_HMFregCPCT_FR13271945_FR12246085_CPCT02180001			01:00
1447	170101_HMFregCPCT_FR13271945_FR12246085_CPCT02180001			01:01
1448	170101_HMFregCPCT_FR13271945_FR12246085_CPCT02180001			02:01
1449	170101_HMFregCPCT_FR13271945_FR12246085_CPCT02180001			02:00
1450	170101_HMFregCPCT_FR13271945_FR12246085_CPCT02180001			02:02
1451	170101_HMFregCPCT_FR13271990_FR12246083_CPCT02180003			01:00
1452	170101_HMFregCPCT_FR13271990_FR12246083_CPCT02180003			01:01
1453	170101_HMFregCPCT_FR13271990_FR12246083_CPCT02180003			02:01
1454	170101_HMFregCPCT_FR13271990_FR12246083_CPCT02180003			02:00
1455	170101_HMFregCPCT_FR13271990_FR12246083_CPCT02180003			02:02
1456	170103_HMFregCPCT_FR12246159_FR12246081_CPCT02090005			01:00
1457	170103_HMFregCPCT_FR12246159_FR12246081_CPCT02090005			01:01
1458	170103_HMFregCPCT_FR12246159_FR12246081_CPCT02090005			02:01
1459	170103_HMFregCPCT_FR12246159_FR12246081_CPCT02090005			02:00
1460	170103_HMFregCPCT_FR12246159_FR12246081_CPCT02090005			02:02
1461	170103_HMFregCPCT_FR13271946_FR12246084_CPCT02180002			01:00
1462	170103_HMFregCPCT_FR13271946_FR12246084_CPCT02180002			01:01
1463	170103_HMFregCPCT_FR13271946_FR12246084_CPCT02180002			02:01
1464	170103_HMFregCPCT_FR13271946_FR12246084_CPCT02180002			02:00
1465	170103_HMFregCPCT_FR13271946_FR12246084_CPCT02180002			02:02
1466	170106_HMFregCPCT_FR12246011_FR13980147_CPCT02070049			01:00
1467	170106_HMFregCPCT_FR12246011_FR13980147_CPCT02070049			01:01
	170106_HMFregCPCT_FR12246011_FR13980147_CPCT02070049			02:01
	170106_HMFregCPCT_FR12246011_FR13980147_CPCT02070049			02:00
	170106_HMFregCPCT_FR12246011_FR13980147_CPCT02070049			02:02
	170106_HMFregCPCT_FR12246014_FR13980143_CPCT02070046			01:00
	170106_HMFregCPCT_FR12246014_FR13980143_CPCT02070046			01:01
	170106_HMFregCPCT_FR12246014_FR13980143_CPCT02070046			02:01
	170106_HMFregCPCT_FR12246014_FR13980143_CPCT02070046			02:00
	170106_HMFregCPCT_FR12246014_FR13980143_CPCT02070046			02:02
	170106_HMFregCPCT_FR12246179_FR13980146_CPCT02070039			01:00
	170106_HMFregCPCT_FR12246179_FR13980146_CPCT02070039			01:01
	170106_HMFregCPCT_FR12246179_FR13980146_CPCT02070039			02:01
	170106_HMFregCPCT_FR12246179_FR13980146_CPCT02070039			02:00
	170106_HMFregCPCT_FR12246179_FR13980146_CPCT02070039			02:02
	170108_HMFregCPCT_FR12246136_FR13980162_CPCT02020422			01:00
	170108_HMFregCPCT_FR12246136_FR13980162_CPCT02020422			01:01
	170108_HMFregCPCT_FR12246136_FR13980162_CPCT02020422			02:01
	170108_HMFregCPCT_FR12246136_FR13980162_CPCT02020422			02:00
	170108_HMFregCPCT_FR12246136_FR13980162_CPCT02020422			02:02
	170108_HMFregCPCT_FR12246137_FR13980165_CPCT02020423			01:00
	170108_HMFregCPCT_FR12246137_FR13980165_CPCT02020423			01:01
	170108_HMFregCPCT_FR12246137_FR13980165_CPCT02020423			02:01
	170108_HMFregCPCT_FR12246137_FR13980165_CPCT02020423			02:00
	170108_HMFregCPCT_FR12246137_FR13980165_CPCT02020423			02:02
	170110_HMFregCPCT_FR12246037_FR13980156_CPCT02020426			01:00
	170110_HMFregCPCT_FR12246037_FR13980156_CPCT02020426			01:01
	170110_HMFregCPCT_FR12246037_FR13980156_CPCT02020426			02:01
	170110_HMFregCPCT_FR12246037_FR13980156_CPCT02020426			02:00
	170110_HMFregCPCT_FR12246037_FR13980156_CPCT02020426			02:02
	170110_HMFregCPCT_FR12246039_FR13980178_CPCT02030302			01:00
	170110_HMFregCPCT_FR12246039_FR13980178_CPCT02030302			01:01
	170110_HMFregCPCT_FR12246039_FR13980178_CPCT02030302			02:01
	170110_HMFregCPCT_FR12246039_FR13980178_CPCT02030302			02:00
	170110_HMFregCPCT_FR12246039_FR13980178_CPCT02030302			02:02
	170110_HMFregCPCT_FR12246133_FR13980170_CPCT02050092			01:00
	170110_HMFregCPCT_FR12246133_FR13980170_CPCT02050092			01:01
	170110_HMFregCPCT_FR12246133_FR13980170_CPCT02050092			02:01
	170110_HMFregCPCT_FR12246133_FR13980170_CPCT02050092			02:00
	170110_HMFregCPCT_FR12246133_FR13980170_CPCT02050092			02:02
	170114_HMFregCPCT_FR12246218_FR13980167_CPCT02050086			01:00
	170114_HMFregCPCT_FR12246218_FR13980167_CPCT02050086			01:01
	170114_HMFregCPCT_FR12246218_FR13980167_CPCT02050086			02:01
	170114_HMFregCPCT_FR12246218_FR13980167_CPCT02050086			02:00
	170114_HMFregCPCT_FR12246218_FR13980167_CPCT02050086			02:02
	170114_HMFregCPCT_FR13980180_FR13980139_CPCT02010455			01:00
	170114_HMFregCPCT_FR13980180_FR13980139_CPCT02010455			01:01
	170114_HMFregCPCT_FR13980180_FR13980139_CPCT02010455			02:01
	170114_HMFregCPCT_FR13980180_FR13980139_CPCT02010455			02:00
	170114_HMFregCPCT_FR13980180_FR13980139_CPCT02010455			02:02
	170121_HMFregCPCT_FR13981226_FR13980137_CPCT02010451			01:00
	170121_HMFregCPCT_FR13981226_FR13980137_CPCT02010451			01:01
	170121_HMFregCPCT_FR13981226_FR13980137_CPCT02010451			02:01
	170121_HMFregCPCT_FR13981226_FR13980137_CPCT02010451			02:00
	170121_HMFregCPCT_FR13981226_FR13980137_CPCT02010451			02:02
	170217_HMFregCPCT_FR10246709_FR13979990_CPCT02020445			01:00
	170217_HMFregCPCT_FR10246709_FR13979990_CPCT02020445			01:01
	170217_HMFregCPCT_FR10246709_FR13979990_CPCT02020445			02:01
	170217_HMFregCPCT_FR10246709_FR13979990_CPCT02020445			02:00
	170217_HMFregCPCT_FR10246709_FR13979990_CPCT02020445			02:02
	170224_HMFregCPCT_FR13274329_FR13274464_CPCT02070070			01:00
	170224_HMFregCPCT_FR13274329_FR13274464_CPCT02070070			01:01
	170224_HMFregCPCT_FR13274329_FR13274464_CPCT02070070			02:01
	170224_HMFregCPCT_FR13274329_FR13274464_CPCT02070070			02:00
	170224_HMFregCPCT_FR13274329_FR13274464_CPCT02070070			02:02
	170225_HMFregCPCT_FR12251595_FR13274439_CPCT02050055			01:00
	170225_HMFregCPCT_FR12251595_FR13274439_CPCT02050055			01:01
	170225_HMFregCPCT_FR12251595_FR13274439_CPCT02050055			02:01
	170225_HMFregCPCT_FR12251595_FR13274439_CPCT02050055			02:00
	170225_HMFregCPCT_FR12251595_FR13274439_CPCT02050055			02:02
	170301_HMFregCPCT_FR13980005_FR10248416_CPCT02010493			01:00
	170301_HMFregCPCT_FR13980005_FR10248416_CPCT02010493			01:01
	170301_HMFregCPCT_FR13980005_FR10248416_CPCT02010493			02:01
	170301_HMFregCPCT_FR13980005_FR10248416_CPCT02010493			02:00
	170301_HMFregCPCT_FR13980005_FR10248416_CPCT02010493			02:02
	170308_HMFregCPCT_FR13274573_FR10244742_CPCT02070096			01:00
	170308_HMFregCPCT_FR13274573_FR10244742_CPCT02070096			01:01
	170308_HMFregCPCT_FR13274573_FR10244742_CPCT02070096			02:01
	170308_HMFregCPCT_FR13274573_FR10244742_CPCT02070096			02:00
	170308_HMFregCPCT_FR13274573_FR10244742_CPCT02070096			02:02
	170311_HMFregCPCT_FR10248404_FR10244744_CPCT02070094			01:00
	170311_HMFregCPCT_FR10248404_FR10244744_CPCT02070094			01:01
	170311_HMFregCPCT_FR10248404_FR10244744_CPCT02070094			02:01
	170311_HMFregCPCT_FR10248404_FR10244744_CPCT02070094			02:00
	170311_HMFregCPCT_FR10248404_FR10244744_CPCT02070094			02:02
	170311_HMFregCPCT_FR13274598_FR10244751_CPCT02010501			01:00
	170311_HMFregCPCT_FR13274598_FR10244751_CPCT02010501			01:01
	170311_HMFregCPCT_FR13274598_FR10244751_CPCT02010501			02:01
	170311_HMFregCPCT_FR13274598_FR10244751_CPCT02010501			02:00
	170311_HMFregCPCT_FR13274598_FR10244751_CPCT02010501			02:02
	170320_HMFregCPCT_FR10244870_FR10244816_CPCT02090009			01:00
	170320_HMFregCPCT_FR10244870_FR10244816_CPCT02090009			01:01
	170320_HMFregCPCT_FR10244870_FR10244816_CPCT02090009			02:01
	170320_HMFregCPCT_FR10244870_FR10244816_CPCT02090009			02:00
	170320_HMFregCPCT_FR10244870_FR10244816_CPCT02090009			02:02
	170402_HMFregCPCT_FR12245098_FR11441986_CPCT02070102			01:00
	170402_HMFregCPCT_FR12245098_FR11441986_CPCT02070102			01:01
	170402_HMFregCPCT_FR12245098_FR11441986_CPCT02070102			02:01
	170402_HMFregCPCT_FR12245098_FR11441986_CPCT02070102			02:00
	170402_HMFregCPCT_FR12245098_FR11441986_CPCT02070102			02:02
	170402_HMFregCPCT_FR12245105_FR11441980_CPCT02080079			01:00
	170402_HMFregCPCT_FR12245105_FR11441980_CPCT02080079			01:01
	170402_HMFregCPCT_FR12245105_FR11441980_CPCT02080079			02:01
	170402_HMFregCPCT_FR12245105_FR11441980_CPCT02080079			02:00
	170402_HMFregCPCT_FR12245105_FR11441980_CPCT02080079			02:02
	170403_HMFregCPCT_FR12245142_FR12245166_CPCT02010524			01:00
	170403_HMFregCPCT_FR12245142_FR12245166_CPCT02010524			01:01
	170403_HMFregCPCT_FR12245142_FR12245166_CPCT02010524			02:01
	170403_HMFregCPCT_FR12245142_FR12245166_CPCT02010524			02:00
	170403_HMFregCPCT_FR12245142_FR12245166_CPCT02010524			02:02
	170404_HMFregCPCT_FR12245086_FR12245170_CPCT02010530			01:00
	170404_HMFregCPCT_FR12245086_FR12245170_CPCT02010530			01:01
	170404_HMFregCPCT_FR12245086_FR12245170_CPCT02010530			02:01
	170404_HMFregCPCT_FR12245086_FR12245170_CPCT02010530			02:00
	170404_HMFregCPCT_FR12245086_FR12245170_CPCT02010530			02:02
	170404_HMFregCPCT_FR12245119_FR12245168_CPCT02010532			01:00
	170404_HMFregCPCT_FR12245119_FR12245168_CPCT02010532			01:01
	170404_HMFregCPCT_FR12245119_FR12245168_CPCT02010532			02:01
	170404_HMFregCPCT_FR12245119_FR12245168_CPCT02010532			02:00
	170404_HMFregCPCT_FR12245119_FR12245168_CPCT02010532			02:02
	170411_HMFregCPCT_FR14064715_FR12246456_CPCT02050141			01:00
	170411_HMFregCPCT_FR14064715_FR12246456_CPCT02050141			01:01
	170411_HMFregCPCT_FR14064715_FR12246456_CPCT02050141			02:01
	170411_HMFregCPCT_FR14064715_FR12246456_CPCT02050141			02:00
	170411_HMFregCPCT_FR14064715_FR12246456_CPCT02050141			02:02
	170516_HMFregCPCT_FR11442507_FR14064688_CPCT02050149			01:00
	170516_HMFregCPCT_FR11442507_FR14064688_CPCT02050149			01:01
	170516_HMFregCPCT_FR11442507_FR14064688_CPCT02050149			02:01
	170516_HMFregCPCT_FR11442507_FR14064688_CPCT02050149			02:00
	170516_HMFregCPCT_FR11442507_FR14064688_CPCT02050149			02:02
	170523_HMFregCPCT_FR10304577_FR14064683_CPCT02050052			01:00
	170523_HMFregCPCT_FR10304577_FR14064683_CPCT02050052			01:01
	170523_HMFregCPCT_FR10304577_FR14064683_CPCT02050052			02:01
	170523_HMFregCPCT_FR10304577_FR14064683_CPCT02050052			02:00
	170523_HMFregCPCT_FR10304577_FR14064683_CPCT02050052			02:02
	170527_HMFregCPCT_FR13255984_FR13255937_CPCT02030339			01:00
	170527_HMFregCPCT_FR13255984_FR13255937_CPCT02030339			01:01
	170527_HMFregCPCT_FR13255984_FR13255937_CPCT02030339			02:01
	170527_HMFregCPCT_FR13255984_FR13255937_CPCT02030339			02:00
	170527_HMFregCPCT_FR13255984_FR13255937_CPCT02030339			02:02
	170605_HMFregCPCT_FR13255972_FR13256009_CPCT02050170			01:00
	170605_HMFregCPCT_FR13255972_FR13256009_CPCT02050170			01:01
	170605_HMFregCPCT_FR13255972_FR13256009_CPCT02050170			02:01
	170605_HMFregCPCT_FR13255972_FR13256009_CPCT02050170			02:00
	170605_HMFregCPCT_FR13255972_FR13256009_CPCT02050170			02:02
	170605_HMFregCPCT_FR13255981_FR13256011_CPCT02050168			01:00
	170605_HMFregCPCT_FR13255981_FR13256011_CPCT02050168			01:01
	170605_HMFregCPCT_FR13255981_FR13256011_CPCT02050168			02:01
	170605_HMFregCPCT_FR13255981_FR13256011_CPCT02050168			02:00
	170605_HMFregCPCT_FR13255981_FR13256011_CPCT02050168			02:02
	170605_HMFregCPCT_FR13256354_FR13255999_CPCT02020509			01:00
	170605_HMFregCPCT_FR13256354_FR13255999_CPCT02020509			01:01
	170605_HMFregCPCT_FR13256354_FR13255999_CPCT02020509			02:01
	170605_HMFregCPCT_FR13256354_FR13255999_CPCT02020509			02:00
	170605_HMFregCPCT_FR13256354_FR13255999_CPCT02020509			02:02
	170610_HMFregCPCT_FR13256288_FR13255995_CPCT02020511			01:00
	170610_HMFregCPCT_FR13256288_FR13255995_CPCT02020511			01:01
	170610_HMFregCPCT_FR13256288_FR13255995_CPCT02020511			02:01
	170610_HMFregCPCT_FR13256288_FR13255995_CPCT02020511			02:00
	170610_HMFregCPCT_FR13256288_FR13255995_CPCT02020511			02:02
	170702_HMFregCPCT_FR11442725_FR12246700_CPCT02070154			01:00
	170702_HMFregCPCT_FR11442725_FR12246700_CPCT02070154			01:01
	170702_HMFregCPCT_FR11442725_FR12246700_CPCT02070154			02:01
	170702_HMFregCPCT_FR11442725_FR12246700_CPCT02070154			02:00
	170702_HMFregCPCT_FR11442725_FR12246700_CPCT02070154			02:02
	170716_HMFregCPCT_FR13257135_FR12246266_CPCT02080113			01:00
	170716_HMFregCPCT_FR13257135_FR12246266_CPCT02080113			01:01
	170716_HMFregCPCT_FR13257135_FR12246266_CPCT02080113			02:01
	170716_HMFregCPCT_FR13257135_FR12246266_CPCT02080113			02:00
	170716_HMFregCPCT_FR13257135_FR12246266_CPCT02080113			02:02
	170723_HMFregCPCT_FR12246307_FR13999216_CPCT02050194			01:00
	170723_HMFregCPCT_FR12246307_FR13999216_CPCT02050194			01:01
	170723_HMFregCPCT_FR12246307_FR13999216_CPCT02050194			02:01
	170723_HMFregCPCT_FR12246307_FR13999216_CPCT02050194			02:00
	170723_HMFregCPCT_FR12246307_FR13999216_CPCT02050194			02:02
	170728_HMFregCPCT_FR12246253_FR13999025_CPCT02030350			01:00
	170728_HMFregCPCT_FR12246253_FR13999025_CPCT02030350			01:01
	170728_HMFregCPCT_FR12246253_FR13999025_CPCT02030350			02:01
	170728_HMFregCPCT_FR12246253_FR13999025_CPCT02030350			02:00
	170728_HMFregCPCT_FR12246253_FR13999025_CPCT02030350			02:02
	170728_HMFregCPCT_FR12246357_FR13999347_CPCT02010603			01:00
	170728_HMFregCPCT_FR12246357_FR13999347_CPCT02010603			01:01
	170728_HMFregCPCT_FR12246357_FR13999347_CPCT02010603			02:01
	170728_HMFregCPCT_FR12246357_FR13999347_CPCT02010603			02:00
	170728_HMFregCPCT_FR12246357_FR13999347_CPCT02010603			02:02
	170730_HMFregCPCT_FR13999226_FR13999361_CPCT02070172			01:00
	170730_HMFregCPCT_FR13999226_FR13999361_CPCT02070172			01:01
	170730_HMFregCPCT_FR13999226_FR13999361_CPCT02070172			02:01
	170730_HMFregCPCT_FR13999226_FR13999361_CPCT02070172			02:00
	170730_HMFregCPCT_FR13999226_FR13999361_CPCT02070172			02:02
	170730_HMFregCPCT_FR13999261_FR13999363_CPCT02080123			01:00
	170730_HMFregCPCT_FR13999261_FR13999363_CPCT02080123			01:01
	170730_HMFregCPCT_FR13999261_FR13999363_CPCT02080123			02:01
	170730_HMFregCPCT_FR13999261_FR13999363_CPCT02080123			02:00
	170730_HMFregCPCT_FR13999261_FR13999363_CPCT02080123			02:02
	170811_HMFregCPCT_FR13999438_FR13999359_CPCT02070149			01:00
	170811_HMFregCPCT_FR13999438_FR13999359_CPCT02070149			01:01
	170811_HMFregCPCT_FR13999438_FR13999359_CPCT02070149			02:01
	170811_HMFregCPCT_FR13999438_FR13999359_CPCT02070149			02:00
	170811_HMFregCPCT_FR13999438_FR13999359_CPCT02070149			02:02
	170812_HMFregCPCT_FR13999162_FR15410889_CPCT02020553			01:00
	170812_HMFregCPCT_FR13999162_FR15410889_CPCT02020553			01:01
	170812_HMFregCPCT_FR13999162_FR15410889_CPCT02020553			02:01
	170812_HMFregCPCT_FR13999162_FR15410889_CPCT02020553			02:00
	170812_HMFregCPCT_FR13999162_FR15410889_CPCT02020553			02:02
	170821_HMFregCPCT_FR12246252_FR13999145_CPCT02080119			01:00
	170821_HMFregCPCT_FR12246252_FR13999145_CPCT02080119			01:01
	170821_HMFregCPCT_FR12246252_FR13999145_CPCT02080119			02:01
	170821_HMFregCPCT_FR12246252_FR13999145_CPCT02080119			02:00
	170821_HMFregCPCT_FR12246252_FR13999145_CPCT02080119			02:02
	170825_HMFregCPCT_FR13999444_FR15410591_CPCT02050214			01:00
	170825_HMFregCPCT_FR13999444_FR15410591_CPCT02050214			01:01
	170825_HMFregCPCT_FR13999444_FR15410591_CPCT02050214			02:01
	170825_HMFregCPCT_FR13999444_FR15410591_CPCT02050214			02:00
	170825_HMFregCPCT_FR13999444_FR15410591_CPCT02050214			02:02
	170904_HMFregCPCT_FR13274491_FR15410832_CPCT02010503			01:00
	170904_HMFregCPCT_FR13274491_FR15410832_CPCT02010503			01:01
	170904_HMFregCPCT_FR13274491_FR15410832_CPCT02010503			02:01
	170904_HMFregCPCT_FR13274491_FR15410832_CPCT02010503			02:00
	170904_HMFregCPCT_FR13274491_FR15410832_CPCT02010503			02:02
	170904_HMFregCPCT_FR15410653_FR15410831_CPCT02010622			01:00
	170904_HMFregCPCT_FR15410653_FR15410831_CPCT02010622			01:01
	170904_HMFregCPCT_FR15410653_FR15410831_CPCT02010622			02:01
	170904_HMFregCPCT_FR15410653_FR15410831_CPCT02010622			02:00
	170904_HMFregCPCT_FR15410653_FR15410831_CPCT02010622			02:02
	170911_HMFregCPCT_FR15410580_FR14001270_CPCT02030370			01:00
	170911_HMFregCPCT_FR15410580_FR14001270_CPCT02030370			01:01
	170911_HMFregCPCT_FR15410580_FR14001270_CPCT02030370			02:01
	170911_HMFregCPCT_FR15410580_FR14001270_CPCT02030370			02:00
	170911_HMFregCPCT_FR15410580_FR14001270_CPCT02030370			02:02
	170913_HMFregCPCT_FR15410846_FR14001153_CPCT02070204			01:00
	170913_HMFregCPCT_FR15410846_FR14001153_CPCT02070204			01:01
	170913_HMFregCPCT_FR15410846_FR14001153_CPCT02070204			02:01
	170913_HMFregCPCT_FR15410846_FR14001153_CPCT02070204			02:00
	170913_HMFregCPCT_FR15410846_FR14001153_CPCT02070204			02:02
	170924_HMFregCPCT_FR15410744_FR14001064_CPCT02050235			01:00
	170924_HMFregCPCT_FR15410744_FR14001064_CPCT02050235			01:01
	170924_HMFregCPCT_FR15410744_FR14001064_CPCT02050235			02:01
	170924_HMFregCPCT_FR15410744_FR14001064_CPCT02050235			02:00
	170924_HMFregCPCT_FR15410744_FR14001064_CPCT02050235			02:02
	170929_HMFregCPCT_FR14001189_FR15412896_CPCT02020574			01:00
	170929_HMFregCPCT_FR14001189_FR15412896_CPCT02020574			01:01
	170929_HMFregCPCT_FR14001189_FR15412896_CPCT02020574			02:01
	170929_HMFregCPCT_FR14001189_FR15412896_CPCT02020574			02:00
	170929_HMFregCPCT_FR14001189_FR15412896_CPCT02020574			02:02
	170929_HMFregCPCT_FR14001202_FR15412891_CPCT02080138			01:00
	170929_HMFregCPCT_FR14001202_FR15412891_CPCT02080138			01:01
	170929_HMFregCPCT_FR14001202_FR15412891_CPCT02080138			02:01
	170929_HMFregCPCT_FR14001202_FR15412891_CPCT02080138			02:00
	170929_HMFregCPCT_FR14001202_FR15412891_CPCT02080138			02:02
	171006_HMFregCPCT_FR14001214_FR15412833_CPCT02050243			01:00
	171006_HMFregCPCT_FR14001214_FR15412833_CPCT02050243			01:01
	171006_HMFregCPCT_FR14001214_FR15412833_CPCT02050243			02:01
	171006_HMFregCPCT_FR14001214_FR15412833_CPCT02050243			02:00
	171006_HMFregCPCT_FR14001214_FR15412833_CPCT02050243			02:02
	171006_HMFregCPCT_FR15413002_FR15412835_CPCT02050245			01:00
	171006_HMFregCPCT_FR15413002_FR15412835_CPCT02050245			01:01
	171006_HMFregCPCT_FR15413002_FR15412835_CPCT02050245			02:01
	171006_HMFregCPCT_FR15413002_FR15412835_CPCT02050245			02:00
	171006_HMFregCPCT_FR15413002_FR15412835_CPCT02050245			02:02
	171006_HMFregCPCT_FR15413004_FR15413657_CPCT02010655			01:00
	171006_HMFregCPCT_FR15413004_FR15413657_CPCT02010655			01:01
	171006_HMFregCPCT_FR15413004_FR15413657_CPCT02010655			02:01
	171006_HMFregCPCT_FR15413004_FR15413657_CPCT02010655			02:00
	171006_HMFregCPCT_FR15413004_FR15413657_CPCT02010655			02:02
	171009_HMFregCPCT_FR15410583_FR15413631_CPCT02020586			01:00
	171009_HMFregCPCT_FR15410583_FR15413631_CPCT02020586			01:01
	171009_HMFregCPCT_FR15410583_FR15413631_CPCT02020586			02:01
	171009_HMFregCPCT_FR15410583_FR15413631_CPCT02020586			02:00
	171009_HMFregCPCT_FR15410583_FR15413631_CPCT02020586			02:02
	171013_HMFregCPCT_FR15413735_FR15414262_CPCT02070218			01:00
	171013_HMFregCPCT_FR15413735_FR15414262_CPCT02070218			01:01
	171013_HMFregCPCT_FR15413735_FR15414262_CPCT02070218			02:01
	171013_HMFregCPCT_FR15413735_FR15414262_CPCT02070218			02:00
	171013_HMFregCPCT_FR15413735_FR15414262_CPCT02070218			02:02
	171016_HMFregCPCT_FR15413727_FR15414382_CPCT02120058			01:00
	171016_HMFregCPCT_FR15413727_FR15414382_CPCT02120058			01:01
	171016_HMFregCPCT_FR15413727_FR15414382_CPCT02120058			02:01
	171016_HMFregCPCT_FR15413727_FR15414382_CPCT02120058			02:00
	171016_HMFregCPCT_FR15413727_FR15414382_CPCT02120058			02:02
	171023_HMFregCPCT_FR15414280_FR15414409_CPCT02020609			01:00
	171023_HMFregCPCT_FR15414280_FR15414409_CPCT02020609			01:01
	171023_HMFregCPCT_FR15414280_FR15414409_CPCT02020609			02:01
	171023_HMFregCPCT_FR15414280_FR15414409_CPCT02020609			02:00
	171023_HMFregCPCT_FR15414280_FR15414409_CPCT02020609			02:02
	171026_HMFregCPCT_FR15414445_FR15414565_CPCT02010667			01:00
	171026_HMFregCPCT_FR15414445_FR15414565_CPCT02010667			01:01
	171026_HMFregCPCT_FR15414445_FR15414565_CPCT02010667			02:01
	171026_HMFregCPCT_FR15414445_FR15414565_CPCT02010667			02:00
	171026_HMFregCPCT_FR15414445_FR15414565_CPCT02010667			02:02
	171104_HMFregCPCT_FR12246236_FR15411955_CPCT02060108			01:00
	171104_HMFregCPCT_FR12246236_FR15411955_CPCT02060108			01:01
	171104_HMFregCPCT_FR12246236_FR15411955_CPCT02060108			02:01
	171104_HMFregCPCT_FR12246236_FR15411955_CPCT02060108			02:00
	171104_HMFregCPCT_FR12246236_FR15411955_CPCT02060108			02:02
	171106_HMFregCPCT_FR15414602_FR11442776_CPCT02070237			01:00
	171106_HMFregCPCT_FR15414602_FR11442776_CPCT02070237			01:01
	171106_HMFregCPCT_FR15414602_FR11442776_CPCT02070237			02:01
	171106_HMFregCPCT_FR15414602_FR11442776_CPCT02070237			02:00
	171106_HMFregCPCT_FR15414602_FR11442776_CPCT02070237			02:02
	171109_HMFregCPCT_FR15411846_FR14000111_CPCT02050276			01:00
	171109_HMFregCPCT_FR15411846_FR14000111_CPCT02050276			01:01
	171109_HMFregCPCT_FR15411846_FR14000111_CPCT02050276			02:01
	171109_HMFregCPCT_FR15411846_FR14000111_CPCT02050276			02:00
	171109_HMFregCPCT_FR15411846_FR14000111_CPCT02050276			02:02
	171112_HMFregCPCT_FR15414272_FR14000016_CPCT02120062			01:00
	171112_HMFregCPCT_FR15414272_FR14000016_CPCT02120062			01:01
	171112_HMFregCPCT_FR15414272_FR14000016_CPCT02120062			02:01
	171112_HMFregCPCT_FR15414272_FR14000016_CPCT02120062			02:00
	171112_HMFregCPCT_FR15414272_FR14000016_CPCT02120062			02:02
	171112_HMFregCPCT_FR15414296_FR13999999_CPCT02020615			01:00
	171112_HMFregCPCT_FR15414296_FR13999999_CPCT02020615			01:01
	171112_HMFregCPCT_FR15414296_FR13999999_CPCT02020615			02:01
	171112_HMFregCPCT_FR15414296_FR13999999_CPCT02020615			02:00
	171112_HMFregCPCT_FR15414296_FR13999999_CPCT02020615			02:02
	171112_HMFregCPCT_FR15414636_FR14000007_CPCT02020626			01:00
	171112_HMFregCPCT_FR15414636_FR14000007_CPCT02020626			01:01
	171112_HMFregCPCT_FR15414636_FR14000007_CPCT02020626			02:01
	171112_HMFregCPCT_FR15414636_FR14000007_CPCT02020626			02:00
	171112_HMFregCPCT_FR15414636_FR14000007_CPCT02020626			02:02
	171122_HMFregCPCT_FR14000122_FR15411943_CPCT02060138			01:00
	171122_HMFregCPCT_FR14000122_FR15411943_CPCT02060138			01:01
	171122_HMFregCPCT_FR14000122_FR15411943_CPCT02060138			02:01
	171122_HMFregCPCT_FR14000122_FR15411943_CPCT02060138			02:00
	171122_HMFregCPCT_FR14000122_FR15411943_CPCT02060138			02:02
	171122_HMFregCPCT_FR15414278_FR11442739_CPCT02230060			01:00
	171122_HMFregCPCT_FR15414278_FR11442739_CPCT02230060			01:01
	171122_HMFregCPCT_FR15414278_FR11442739_CPCT02230060			02:01
	171122_HMFregCPCT_FR15414278_FR11442739_CPCT02230060			02:00
	171122_HMFregCPCT_FR15414278_FR11442739_CPCT02230060			02:02
	171123_HMFregCPCT_FR15411903_FR14000240_CPCT02020632			01:00
	171123_HMFregCPCT_FR15411903_FR14000240_CPCT02020632			01:01
	171123_HMFregCPCT_FR15411903_FR14000240_CPCT02020632			02:01
	171123_HMFregCPCT_FR15411903_FR14000240_CPCT02020632			02:00
	171123_HMFregCPCT_FR15411903_FR14000240_CPCT02020632			02:02
	171127_HMFregCPCT_FR14000375_FR14000272_CPCT02070243			01:00
